Identificador,Genero,Estado_Civil,Edad,Graduado,Profesion,Experiencia_Laboral,Puntuacion_Gasto,Tamano_Familiar,Segmento,Gasto_Average,Gasto_High,Gasto_Low
466839,Female,No,26,No,Homemaker,8.0,Low,2.0,D,False,False,True
466510,Male,No,51,Yes,Artist,6.0,Low,1.0,A,False,False,True
464299,Female,No,35,Yes,Artist,12.0,Low,3.0,A,False,False,True
463773,Male,Yes,36,Yes,Artist,9.0,Average,2.0,C,True,False,False
462133,Female,Yes,46,Yes,Doctor,9.0,High,3.0,A,False,True,False
466895,Male,Yes,46,Yes,Marketing,1.0,Low,1.0,D,False,False,True
460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,A,True,False,False
459324,Female,No,18,No,Healthcare,1.0,Low,3.0,D,False,False,True
467214,Male,No,26,No,Engineer,0.0,Low,4.0,D,False,False,True
462009,Female,Yes,32,Yes,Healthcare,8.0,High,2.0,A,False,True,False
464929,Male,Yes,69,No,Doctor,0.0,Average,3.0,B,True,False,False
463149,Male,Yes,60,Yes,Artist,3.0,Average,2.0,C,True,False,False
463447,Male,Yes,60,No,Engineer,0.0,Average,2.0,B,True,False,False
464833,Male,Yes,51,No,Executive,1.0,Low,9.0,D,False,False,True
462088,Male,Yes,26,Yes,Artist,0.0,Average,2.0,C,True,False,False
459992,Male,No,48,Yes,Artist,1.0,Low,1.0,B,False,False,True
462270,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,B,True,False,False
466711,Male,Yes,72,No,Executive,1.0,High,4.0,B,False,True,False
459614,Female,No,43,Yes,Artist,1.0,Low,2.0,B,False,False,True
459850,Male,No,35,Yes,Artist,0.0,Low,1.0,B,False,False,True
460665,Male,No,29,No,Entertainment,5.0,Low,1.0,D,False,False,True
462841,Male,No,19,No,Healthcare,8.0,Low,6.0,D,False,False,True
461761,Female,No,27,Yes,Healthcare,0.0,Low,8.0,C,False,False,True
461573,Female,No,40,Yes,Engineer,1.0,Low,5.0,C,False,False,True
463199,Female,Yes,52,Yes,Artist,1.0,Low,3.0,A,False,False,True
465317,Male,No,23,No,Healthcare,0.0,Low,4.0,D,False,False,True
461832,Male,No,31,Yes,Healthcare,1.0,Low,3.0,C,False,False,True
464596,Female,Yes,35,Yes,Executive,0.0,Low,2.0,B,False,False,True
466059,Male,Yes,25,No,Entertainment,1.0,Average,2.0,A,True,False,False
463104,Female,Yes,47,No,Lawyer,0.0,Low,1.0,A,False,False,True
459990,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,A,True,False,False
463330,Male,No,20,No,Healthcare,1.0,Low,4.0,D,False,False,True
459893,Female,Yes,68,No,Lawyer,1.0,Average,2.0,D,True,False,False
467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,B,False,False,True
460913,Male,Yes,22,No,Healthcare,1.0,Low,5.0,D,False,False,True
462266,Male,No,25,Yes,Doctor,8.0,Low,5.0,D,False,False,True
461020,Female,Yes,20,No,Artist,1.0,High,3.0,D,False,True,False
462838,Female,Yes,32,Yes,Homemaker,0.0,Low,3.0,B,False,False,True
460159,Female,No,18,No,Entertainment,1.0,Low,7.0,B,False,False,True
460974,Male,Yes,79,No,Lawyer,1.0,Low,1.0,D,False,False,True
460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,D,False,False,True
459919,Female,No,49,Yes,Artist,0.0,Low,1.0,B,False,False,True
467381,Male,Yes,49,Yes,Entertainment,0.0,Low,4.0,B,False,False,True
461707,Female,Yes,45,Yes,Artist,1.0,Average,4.0,C,True,False,False
462461,Male,No,28,Yes,Doctor,1.0,Low,3.0,D,False,False,True
465378,Female,Yes,57,Yes,Artist,4.0,Average,3.0,C,True,False,False
459533,Female,No,41,Yes,Artist,1.0,Low,1.0,A,False,False,True
461091,Female,Yes,37,Yes,Artist,3.0,Average,3.0,B,True,False,False
466467,Female,Yes,36,Yes,Artist,1.0,Average,3.0,B,True,False,False
462476,Male,Yes,45,Yes,Artist,4.0,Average,2.0,C,True,False,False
459197,Female,Yes,39,Yes,Artist,0.0,Average,2.0,A,True,False,False
464357,Male,No,40,Yes,Artist,7.0,Low,1.0,A,False,False,True
459915,Female,No,29,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
459547,Male,Yes,89,No,Lawyer,1.0,Low,2.0,B,False,False,True
463319,Female,Yes,73,No,Lawyer,1.0,High,3.0,B,False,True,False
466323,Male,No,28,No,Doctor,4.0,Low,1.0,B,False,False,True
459363,Male,No,53,Yes,Artist,2.0,Low,1.0,A,False,False,True
464700,Male,No,25,No,Doctor,2.0,Low,3.0,D,False,False,True
461794,Female,No,19,No,Healthcare,5.0,Low,5.0,D,False,False,True
462563,Female,Yes,52,Yes,Artist,0.0,Average,2.0,C,True,False,False
465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0,D,False,False,True
464341,Male,No,35,Yes,Artist,2.0,Low,2.0,A,False,False,True
467529,Male,Yes,47,Yes,Artist,1.0,Average,2.0,B,True,False,False
464294,Male,Yes,68,No,Executive,1.0,High,2.0,C,False,True,False
461923,Female,Yes,42,Yes,Artist,2.0,Average,2.0,C,True,False,False
466843,Female,No,38,No,Homemaker,13.0,Low,3.0,A,False,False,True
462880,Male,Yes,25,No,Executive,1.0,High,3.0,B,False,True,False
464402,Male,No,37,Yes,Entertainment,7.0,Low,1.0,A,False,False,True
462596,Female,No,31,No,Healthcare,0.0,Low,3.0,D,False,False,True
466841,Male,No,21,No,Healthcare,1.0,Low,6.0,D,False,False,True
464536,Male,Yes,28,Yes,Artist,0.0,Average,3.0,A,True,False,False
462765,Female,Yes,50,Yes,Artist,1.0,High,8.0,B,False,True,False
461364,Female,No,46,No,Doctor,0.0,Low,2.0,B,False,False,True
465836,Male,No,19,No,Executive,13.0,Low,3.0,D,False,False,True
465208,Male,Yes,37,Yes,Artist,1.0,Average,2.0,C,True,False,False
460416,Male,No,28,Yes,Healthcare,14.0,Low,1.0,D,False,False,True
459787,Male,Yes,71,No,Lawyer,0.0,Low,1.0,A,False,False,True
464276,Female,Yes,66,No,Marketing,0.0,High,2.0,C,False,True,False
460560,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0,C,True,False,False
467449,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,C,False,False,True
467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0,A,True,False,False
460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0,D,False,False,True
463847,Male,Yes,41,No,Artist,2.0,Average,3.0,C,True,False,False
464669,Female,Yes,42,No,Engineer,0.0,Low,4.0,D,False,False,True
465472,Female,Yes,87,No,Entertainment,1.0,High,3.0,A,False,True,False
461393,Female,Yes,80,Yes,Artist,6.0,Average,2.0,C,True,False,False
463141,Male,Yes,60,Yes,Artist,1.0,Low,1.0,A,False,False,True
464149,Male,Yes,38,Yes,Artist,1.0,Average,4.0,C,True,False,False
461777,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,A,False,True,False
464505,Female,No,30,No,Doctor,9.0,Low,5.0,D,False,False,True
463345,Female,No,20,No,Healthcare,4.0,Low,4.0,D,False,False,True
459609,Female,No,43,Yes,Artist,1.0,Low,1.0,A,False,False,True
465412,Male,No,32,Yes,Doctor,7.0,Low,4.0,D,False,False,True
465195,Male,Yes,53,Yes,Executive,1.0,High,3.0,B,False,True,False
462550,Female,No,23,No,Healthcare,2.0,Low,6.0,D,False,False,True
466896,Male,Yes,52,No,Artist,7.0,Low,1.0,C,False,False,True
463851,Female,Yes,45,Yes,Artist,4.0,Average,4.0,C,True,False,False
462452,Male,No,22,No,Healthcare,1.0,Low,3.0,D,False,False,True
464399,Male,Yes,63,No,Entertainment,0.0,Average,5.0,C,True,False,False
462257,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,A,False,True,False
464782,Male,Yes,35,No,Marketing,0.0,Low,3.0,D,False,False,True
465624,Male,No,39,Yes,Artist,8.0,Low,3.0,C,False,False,True
462508,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0,D,False,False,True
465085,Male,Yes,83,Yes,Lawyer,1.0,High,2.0,A,False,True,False
462872,Female,Yes,47,No,Engineer,10.0,Low,2.0,D,False,False,True
467535,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,A,False,True,False
465793,Male,No,25,No,Healthcare,1.0,Low,5.0,C,False,False,True
465892,Male,No,40,Yes,Artist,9.0,Low,3.0,A,False,False,True
463666,Male,No,27,Yes,Executive,0.0,Low,6.0,D,False,False,True
459015,Male,No,19,No,Healthcare,0.0,Low,3.0,D,False,False,True
459699,Female,Yes,61,Yes,Engineer,9.0,Average,3.0,B,True,False,False
466189,Female,Yes,56,Yes,Artist,0.0,Average,2.0,C,True,False,False
466348,Male,No,53,Yes,Artist,1.0,Low,2.0,C,False,False,True
459461,Female,Yes,39,Yes,Artist,0.0,Low,1.0,C,False,False,True
460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0,C,True,False,False
463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0,A,False,False,True
462626,Female,No,26,Yes,Engineer,0.0,Low,6.0,B,False,False,True
467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
463502,Male,Yes,40,Yes,Executive,1.0,High,4.0,A,False,True,False
466651,Male,No,40,No,Entertainment,5.0,Low,1.0,A,False,False,True
466885,Male,Yes,42,No,Executive,1.0,Average,4.0,B,True,False,False
467439,Male,Yes,37,Yes,Entertainment,1.0,Low,4.0,A,False,False,True
461749,Female,No,22,No,Healthcare,0.0,Low,5.0,D,False,False,True
467134,Female,Yes,33,No,Healthcare,0.0,Low,5.0,D,False,False,True
462753,Male,Yes,28,No,Executive,0.0,Average,3.0,D,True,False,False
462259,Male,Yes,51,Yes,Artist,1.0,Low,2.0,B,False,False,True
463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
463217,Female,Yes,33,Yes,Healthcare,2.0,High,1.0,A,False,True,False
463689,Female,Yes,40,Yes,Doctor,1.0,Low,3.0,B,False,False,True
466380,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0,A,False,False,True
463101,Female,No,27,No,Homemaker,8.0,Low,1.0,D,False,False,True
466366,Male,No,18,No,Healthcare,0.0,Low,3.0,D,False,False,True
463864,Male,Yes,81,No,Executive,1.0,High,2.0,B,False,True,False
465716,Female,No,59,Yes,Artist,0.0,Low,2.0,C,False,False,True
463014,Male,Yes,53,Yes,Executive,0.0,High,3.0,B,False,True,False
459808,Male,Yes,38,No,Doctor,1.0,Average,4.0,B,True,False,False
462443,Male,No,20,No,Healthcare,1.0,Low,2.0,D,False,False,True
460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,A,False,False,True
466485,Male,Yes,37,Yes,Executive,9.0,High,2.0,A,False,True,False
467445,Male,Yes,31,No,Doctor,8.0,Low,2.0,A,False,False,True
459448,Male,Yes,40,Yes,Executive,1.0,High,3.0,C,False,True,False
463500,Male,Yes,35,Yes,Executive,0.0,High,4.0,A,False,True,False
461507,Male,Yes,35,Yes,Entertainment,0.0,Low,2.0,D,False,False,True
465918,Female,No,39,Yes,Artist,5.0,Low,3.0,B,False,False,True
467533,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,D,False,False,True
467029,Male,Yes,42,Yes,Artist,8.0,Average,2.0,C,True,False,False
465749,Male,Yes,42,No,Engineer,1.0,Average,3.0,C,True,False,False
460768,Female,No,32,No,Engineer,9.0,Low,4.0,A,False,False,True
460146,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,A,True,False,False
464998,Male,Yes,59,Yes,Artist,1.0,High,2.0,C,False,True,False
467715,Male,Yes,51,Yes,Executive,4.0,High,3.0,C,False,True,False
462201,Female,No,32,Yes,Healthcare,0.0,Low,1.0,D,False,False,True
467454,Male,Yes,49,Yes,Artist,1.0,Low,1.0,A,False,False,True
460645,Female,No,40,No,Doctor,1.0,Low,2.0,C,False,False,True
465129,Female,No,61,Yes,Entertainment,3.0,Low,1.0,A,False,False,True
464264,Female,Yes,86,No,Lawyer,8.0,High,2.0,B,False,True,False
465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0,B,False,False,True
461068,Male,No,46,No,Marketing,1.0,Low,4.0,D,False,False,True
466689,Male,No,28,Yes,Artist,8.0,Low,3.0,C,False,False,True
460071,Female,No,53,Yes,Engineer,1.0,Low,1.0,A,False,False,True
459817,Female,Yes,65,No,Marketing,1.0,Low,3.0,D,False,False,True
460477,Male,No,32,No,Entertainment,0.0,Low,6.0,D,False,False,True
467766,Female,No,31,No,Healthcare,6.0,Low,3.0,C,False,False,True
460008,Male,No,25,No,Doctor,9.0,Low,4.0,A,False,False,True
463775,Female,No,33,No,Engineer,1.0,Low,3.0,C,False,False,True
461820,Female,Yes,38,Yes,Doctor,0.0,Average,2.0,C,True,False,False
459226,Female,Yes,43,Yes,Artist,0.0,Average,2.0,C,True,False,False
460961,Male,No,20,No,Healthcare,1.0,Low,2.0,D,False,False,True
463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0,A,False,False,True
466365,Female,Yes,50,Yes,Artist,0.0,Average,3.0,C,True,False,False
462632,Female,Yes,37,No,Engineer,1.0,Average,4.0,A,True,False,False
460404,Male,Yes,38,Yes,Artist,5.0,Low,7.0,A,False,False,True
460492,Female,No,43,No,Marketing,10.0,Low,3.0,D,False,False,True
461571,Male,No,27,No,Healthcare,1.0,Low,4.0,C,False,False,True
467624,Male,Yes,35,No,Entertainment,0.0,Average,5.0,D,True,False,False
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,B,False,False,True
462846,Female,No,20,No,Marketing,7.0,Low,2.0,D,False,False,True
459233,Female,Yes,53,Yes,Marketing,6.0,Low,1.0,D,False,False,True
464751,Male,Yes,36,No,Doctor,1.0,Low,1.0,A,False,False,True
465939,Female,No,32,Yes,Engineer,0.0,Low,2.0,D,False,False,True
467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0,B,True,False,False
463815,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0,C,True,False,False
460871,Female,No,27,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
459127,Male,No,43,Yes,Healthcare,1.0,Low,7.0,D,False,False,True
460675,Female,No,32,Yes,Engineer,1.0,Low,3.0,D,False,False,True
460165,Female,No,40,Yes,Entertainment,0.0,Low,1.0,A,False,False,True
461678,Female,Yes,87,No,Lawyer,1.0,Low,1.0,A,False,False,True
465096,Male,Yes,86,No,Lawyer,13.0,Low,1.0,A,False,False,True
464522,Female,No,42,Yes,Engineer,11.0,Low,1.0,D,False,False,True
460886,Male,No,37,Yes,Artist,0.0,Low,1.0,B,False,False,True
462302,Female,No,25,No,Doctor,1.0,Low,7.0,D,False,False,True
462184,Male,No,19,No,Doctor,0.0,Low,4.0,D,False,False,True
462956,Male,Yes,42,No,Artist,7.0,Average,5.0,B,True,False,False
466422,Male,Yes,33,No,Doctor,0.0,Low,4.0,D,False,False,True
465324,Male,Yes,41,Yes,Artist,8.0,Low,2.0,B,False,False,True
460668,Female,No,27,Yes,Doctor,1.0,Low,2.0,D,False,False,True
466275,Male,Yes,84,No,Lawyer,1.0,Low,3.0,D,False,False,True
467257,Male,No,22,No,Healthcare,10.0,Low,4.0,D,False,False,True
460254,Female,No,32,Yes,Artist,1.0,Low,2.0,B,False,False,True
463158,Male,Yes,83,Yes,Executive,0.0,High,3.0,B,False,True,False
467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,C,True,False,False
461685,Female,No,30,Yes,Healthcare,4.0,Low,4.0,D,False,False,True
467875,Female,No,23,No,Healthcare,1.0,Low,4.0,D,False,False,True
460208,Male,No,27,No,Artist,9.0,Low,8.0,D,False,False,True
462151,Female,No,35,Yes,Artist,8.0,Low,1.0,B,False,False,True
462853,Male,No,23,No,Healthcare,1.0,Low,2.0,D,False,False,True
465239,Male,Yes,56,Yes,Artist,0.0,Average,3.0,B,True,False,False
461624,Female,Yes,41,Yes,Artist,1.0,Average,3.0,B,True,False,False
467508,Female,No,25,No,Doctor,1.0,Low,3.0,B,False,False,True
467318,Male,Yes,41,Yes,Doctor,1.0,Low,2.0,C,False,False,True
466867,Female,No,27,No,Homemaker,14.0,Low,1.0,D,False,False,True
467738,Male,Yes,43,Yes,Doctor,3.0,Average,2.0,B,True,False,False
465590,Male,Yes,40,Yes,Artist,1.0,Average,5.0,A,True,False,False
464980,Female,Yes,60,No,Engineer,1.0,High,2.0,B,False,True,False
459805,Female,Yes,45,No,Artist,4.0,Average,4.0,B,True,False,False
465013,Female,Yes,82,No,Lawyer,0.0,High,2.0,C,False,True,False
459240,Female,No,28,Yes,Artist,1.0,Low,1.0,A,False,False,True
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0,C,False,True,False
460388,Female,No,35,Yes,Artist,13.0,Low,2.0,B,False,False,True
464218,Female,Yes,89,No,Lawyer,1.0,High,2.0,A,False,True,False
466589,Male,No,20,No,Healthcare,1.0,Low,4.0,D,False,False,True
467556,Female,No,40,Yes,Healthcare,1.0,Low,1.0,A,False,False,True
459887,Male,Yes,46,No,Artist,3.0,Average,2.0,C,True,False,False
465955,Male,No,25,Yes,Marketing,8.0,Low,3.0,A,False,False,True
460033,Female,Yes,46,Yes,Entertainment,6.0,Low,3.0,A,False,False,True
462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0,C,True,False,False
460889,Female,Yes,47,Yes,Artist,1.0,Low,2.0,B,False,False,True
459669,Male,Yes,30,Yes,Artist,0.0,Average,2.0,B,True,False,False
467849,Female,Yes,40,Yes,Doctor,0.0,Low,1.0,A,False,False,True
466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,A,True,False,False
464837,Male,Yes,61,Yes,Artist,1.0,Average,5.0,B,True,False,False
462581,Female,No,28,No,Engineer,1.0,Low,4.0,A,False,False,True
466237,Male,No,18,No,Healthcare,0.0,Low,3.0,D,False,False,True
462707,Female,Yes,55,Yes,Artist,0.0,Average,4.0,C,True,False,False
467060,Male,No,39,No,Engineer,5.0,Low,2.0,D,False,False,True
464794,Female,Yes,47,No,Engineer,8.0,Average,3.0,A,True,False,False
460281,Female,No,29,Yes,Doctor,10.0,Low,5.0,D,False,False,True
460164,Male,Yes,66,No,Engineer,1.0,Low,2.0,A,False,False,True
460431,Female,No,46,Yes,Engineer,1.0,Low,1.0,D,False,False,True
466901,Female,Yes,52,Yes,Artist,0.0,Average,3.0,C,True,False,False
463328,Female,No,23,No,Healthcare,0.0,Low,4.0,D,False,False,True
462246,Female,Yes,84,No,Lawyer,1.0,High,2.0,B,False,True,False
462371,Female,No,27,No,Healthcare,5.0,Low,3.0,D,False,False,True
462022,Female,Yes,37,Yes,Artist,1.0,Average,3.0,B,True,False,False
460662,Female,No,46,No,Homemaker,9.0,Low,1.0,D,False,False,True
464022,Female,No,22,No,Healthcare,0.0,Low,3.0,D,False,False,True
461819,Male,Yes,42,Yes,Artist,0.0,Average,2.0,C,True,False,False
465735,Female,Yes,35,Yes,Artist,1.0,Low,2.0,B,False,False,True
462804,Male,Yes,39,No,Executive,5.0,High,3.0,D,False,True,False
464138,Female,No,27,Yes,Healthcare,0.0,Low,4.0,B,False,False,True
464224,Male,Yes,65,No,Engineer,1.0,High,2.0,B,False,True,False
463289,Female,Yes,39,Yes,Artist,0.0,Average,3.0,C,True,False,False
463223,Female,No,22,No,Entertainment,1.0,Low,3.0,D,False,False,True
462038,Male,No,31,Yes,Artist,4.0,Low,4.0,A,False,False,True
463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,A,True,False,False
463185,Female,Yes,58,Yes,Artist,1.0,Average,2.0,C,True,False,False
459258,Female,Yes,74,Yes,Lawyer,1.0,High,3.0,B,False,True,False
464379,Female,Yes,40,Yes,Engineer,12.0,Average,3.0,B,True,False,False
464521,Male,No,26,No,Doctor,2.0,Low,4.0,B,False,False,True
459575,Male,No,35,Yes,Artist,0.0,Low,1.0,A,False,False,True
467732,Female,No,43,Yes,Healthcare,8.0,Low,1.0,D,False,False,True
460003,Male,No,49,Yes,Doctor,5.0,Low,1.0,D,False,False,True
462226,Male,Yes,26,No,Artist,7.0,Low,4.0,A,False,False,True
461274,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,A,False,True,False
462992,Female,Yes,56,Yes,Engineer,1.0,High,3.0,B,False,True,False
466675,Female,Yes,49,Yes,Artist,2.0,Average,2.0,C,True,False,False
461124,Male,No,19,No,Healthcare,1.0,Low,8.0,D,False,False,True
464638,Male,No,39,Yes,Artist,2.0,Low,3.0,B,False,False,True
462374,Male,Yes,37,Yes,Executive,0.0,High,4.0,B,False,True,False
463526,Male,No,41,Yes,Doctor,0.0,Low,1.0,A,False,False,True
462912,Female,No,26,Yes,Homemaker,8.0,Low,2.0,D,False,False,True
462604,Female,Yes,38,No,Doctor,1.0,Average,3.0,A,True,False,False
460708,Male,Yes,35,Yes,Artist,0.0,Low,3.0,C,False,False,True
467015,Male,Yes,49,Yes,Artist,0.0,Average,2.0,C,True,False,False
464745,Male,Yes,60,No,Engineer,0.0,Average,3.0,A,True,False,False
467245,Female,No,38,No,Doctor,0.0,Low,1.0,C,False,False,True
464798,Male,Yes,52,Yes,Entertainment,1.0,Average,5.0,B,True,False,False
463619,Male,Yes,70,No,Executive,1.0,High,2.0,A,False,True,False
467246,Male,No,21,No,Doctor,9.0,Low,3.0,D,False,False,True
462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0,B,False,False,True
460959,Female,No,28,No,Artist,5.0,Low,5.0,C,False,False,True
461911,Male,Yes,57,No,Executive,0.0,Low,1.0,A,False,False,True
459882,Male,Yes,37,Yes,Artist,1.0,Average,2.0,B,True,False,False
459632,Female,Yes,52,No,Marketing,1.0,High,3.0,D,False,True,False
462613,Female,Yes,35,No,Engineer,0.0,Average,5.0,D,True,False,False
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,D,False,False,True
462394,Male,Yes,35,Yes,Artist,0.0,Average,2.0,C,True,False,False
462010,Female,No,31,Yes,Artist,14.0,Low,3.0,A,False,False,True
461371,Male,Yes,37,Yes,Doctor,0.0,Average,2.0,A,True,False,False
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0,B,False,True,False
459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0,D,False,False,True
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0,A,True,False,False
462583,Male,No,26,Yes,Artist,0.0,Low,4.0,D,False,False,True
459858,Female,No,31,No,Healthcare,8.0,Low,4.0,D,False,False,True
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,B,True,False,False
467135,Female,Yes,51,Yes,Artist,1.0,Average,5.0,C,True,False,False
460413,Female,No,39,Yes,Artist,7.0,Low,1.0,B,False,False,True
466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0,C,True,False,False
463192,Female,Yes,46,No,Entertainment,4.0,Average,3.0,A,True,False,False
467382,Male,Yes,36,Yes,Doctor,9.0,Average,2.0,C,True,False,False
466750,Female,No,18,Yes,Healthcare,0.0,Low,3.0,D,False,False,True
463801,Female,No,30,No,Engineer,0.0,Low,1.0,A,False,False,True
467296,Female,Yes,69,Yes,Artist,1.0,Average,2.0,C,True,False,False
460651,Male,No,32,No,Homemaker,8.0,Low,3.0,A,False,False,True
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0,A,False,False,True
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0,C,True,False,False
461775,Female,Yes,83,No,Lawyer,0.0,High,2.0,B,False,True,False
465711,Male,Yes,51,Yes,Artist,0.0,Average,3.0,C,True,False,False
462833,Male,Yes,33,No,Doctor,0.0,Average,5.0,D,True,False,False
465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0,B,True,False,False
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,D,False,False,True
464987,Male,Yes,50,Yes,Executive,1.0,High,5.0,B,False,True,False
459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0,C,True,False,False
467928,Male,Yes,35,Yes,Artist,2.0,Average,2.0,C,True,False,False
462881,Female,Yes,66,Yes,Artist,0.0,High,3.0,B,False,True,False
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0,B,False,False,True
463191,Male,No,26,No,Healthcare,1.0,Low,1.0,D,False,False,True
460861,Male,No,21,No,Healthcare,1.0,Low,3.0,D,False,False,True
465610,Female,No,42,Yes,Artist,8.0,Low,2.0,C,False,False,True
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0,B,False,False,True
462876,Male,No,27,No,Doctor,0.0,Low,4.0,D,False,False,True
465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0,C,False,False,True
463121,Female,Yes,70,Yes,Lawyer,1.0,High,3.0,A,False,True,False
460379,Male,No,35,Yes,Artist,9.0,Low,3.0,A,False,False,True
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0,D,False,False,True
460307,Male,No,27,No,Entertainment,6.0,Low,2.0,D,False,False,True
464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,C,False,False,True
467931,Male,No,25,Yes,Doctor,0.0,Low,2.0,D,False,False,True
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0,C,False,True,False
461200,Female,No,33,Yes,Doctor,0.0,Low,5.0,C,False,False,True
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0,B,False,False,True
459688,Male,No,52,Yes,Artist,3.0,Low,1.0,B,False,False,True
463549,Male,No,23,No,Healthcare,0.0,Low,4.0,D,False,False,True
466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0,C,True,False,False
462906,Female,No,31,No,Healthcare,0.0,Low,4.0,D,False,False,True
461527,Female,No,35,Yes,Artist,1.0,Low,1.0,B,False,False,True
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,B,False,False,True
462483,Male,Yes,63,Yes,Artist,1.0,Average,2.0,C,True,False,False
463938,Male,Yes,28,Yes,Engineer,1.0,Low,2.0,B,False,False,True
461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0,C,True,False,False
463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0,B,False,False,True
465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0,B,False,False,True
465242,Male,No,22,No,Healthcare,7.0,Low,4.0,D,False,False,True
465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,C,False,False,True
467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0,C,True,False,False
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,A,False,False,True
465984,Male,Yes,23,No,Healthcare,8.0,High,5.0,D,False,True,False
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,A,False,False,True
464241,Female,Yes,89,Yes,Artist,1.0,High,2.0,C,False,True,False
467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0,A,False,False,True
466933,Female,Yes,52,No,Engineer,0.0,Low,3.0,A,False,False,True
465035,Female,Yes,74,Yes,Lawyer,12.0,High,2.0,C,False,True,False
461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0,A,False,False,True
461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,C,True,False,False
465523,Female,Yes,45,Yes,Engineer,0.0,High,5.0,C,False,True,False
459631,Male,Yes,53,Yes,Executive,1.0,High,3.0,D,False,True,False
465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,A,False,True,False
463782,Female,No,29,Yes,Artist,8.0,Low,1.0,A,False,False,True
463243,Male,No,19,No,Healthcare,0.0,Low,3.0,D,False,False,True
465489,Female,No,50,Yes,Engineer,1.0,Low,5.0,A,False,False,True
467100,Female,No,42,Yes,Artist,0.0,Low,1.0,B,False,False,True
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0,C,False,False,True
459753,Male,Yes,40,Yes,Marketing,1.0,Average,2.0,A,True,False,False
